0x0012e6eea3b3861DFD4FD22B118f9ed3c4D0ecE1,869369956579147640790,11080667689886459195101
0x001d079248234E83773A5F955Ea9572af3ae809C,50827583488711314053779,28001643390919358579937
0x0052d406835F7e837B5DDD7330906C9D32B26AaB,28446219833696595795281,8079597944254
0x0056cf06C1aCe7eC9a83CE1b7792A7cA909995b5,1123747098897295387652206,5856164383561
0x00AE2d4161303A15aa1A172d01764567C3462cB2,1802164199185058346016,0
0x00F7f44da0Fedcf041CdDfC6a340a8E1Ad0A80ab,236840617333832787924909,105393099092995023187864
0x0106FB5d9CBc1438D8cC62aEAbf9f820B1496fbC,0,1251611402950903342051
0x010BF9F36a2DFecB5a988c2FA18b084f8554d958,21534993649853128091700,0
0x0129b9d9EAEe57c18352Cb64ae7F753a5ABf9c33,0,30229076712328771794520
0x0147f7844775e26412F4a31b2603D7C202640A11,39959025689587573883815,4436557692896198668426
0x017ABD6c15F3bbDA88ab0Ef0F1021923C0B874AD,2716855651352267646499,7290038137629
0x018CAfB0618D6733bEcb19D815ea5080CE27f35e,7851668724315068493150,1795000000000000000000
0x01916c646ee3d5862a5A3C157cd22e8064b1c339,130166597003424657534246,209107486316787945933073
0x01963df5b5567ED7aDcf10228B96A491f602Cd40,4304702557648401826484,0
0x01Ff6Fd06390b2568995D02C51d61fB5786766ba,615898823578962772703,6882516594254661339
0x01c3F649cd3285a05e5aB639eaa77d7d05432a80,6846508901081113013698,0
0x01c57e474bd5781cA7C2D6452790BC6971882cF8,5348222869776806506849,77346775552934503423
0x01f9E0E76571913A6aD3d63Af0a71D55739119Ca,63522939909681403475392,375549026304634544643
0x020b3D2c8Fcda82aD711C6FEE43cEF5D0a4D8703,1101860728575913242009,0
0x022d1F31246F10A2cEC6fe35EC545BCE050c792f,2797021232214223744292,7190767949726
0x0230B0159Ed309C7D9C794D0e00d810a9DfbCcdc,11070379435159203925672,6363695016909
0x0249bEa8BD7820ce8C8F122Dc48ca1a2aDDa1ca6,21973562050147134703196,2331888294691
0x025fA33d2547EF0F6029A25876F8006897b23267,173729654666177473363,917452939565
0x02709A0F31Dd7F2fba2862e6c566C0772173EFa5,0,25459374246575347136986
0x028CAbE0Cf71430439285de1f7F604dE285565e1,0,23285686095890410958904
0x029189111C4108DE3E4cb639F30aaceA74986350,10160053113901572805682,0
0x0296B86DDeef029Dc9E42927cc947a31E29dd650,0,54646785941436105970
0x029E2A457F27e42F724817A7A457cD17A542D4ca,6696611407485678748096,175000000000000000000
0x02a381d894fE4a27B64eDe781583666970387478,0,2061643835616438356
0x02cD2F80C73bc3d2938eE4F90a67dF24B2F6cC83,15373602572358816986935,6345695142779
0x02f5666d3AdD12B4A0e986c1a08f39f3282A0549,163921668293333047945,500000000683495322649
0x0302Ef551c8266Ef0A5167082DA5EB14B75e42A0,0,23062471232876717000000
0x030D4DAA6b478260b692188157F2fbfB8c6D2AEA,23053936864440856012173,1208192477939337927203
0x0326fb527BF58097fE992e10e8A1D965B3EbDF7C,2635125230079908675,0
0x032FC65ABB794a58F4438955A0A48d2aA0546873,0,461874637328767123286
0x0335926E542bD2f9a2e2AB4ce9b8D990e47bc147,41201936535208967529,7823166232681
0x0338a04D33e14D5f67462C0068D3CE1124331d9D,0,0
0x034e7F7E83Bda5Fe62FE7229d06b5D397d92Be2a,341040343892694063926,536151913549819569198
0x0380658881b15bF2d5Bbd6E51Bd78De57350761A,572623946692510147133,5567431722079528158
0x03DB50e7709f8F998b1C5C66d0E72102F764955B,0,32572480904202094577
0x03bDb0598A4997C65c16062888B5ADb9c89eE4D8,3041364533866057838660577,75942974885844748858444
0x03f33e10034688013157a826CD9795B72bC9E335,0,25614342397260278643835
0x04001A67CE59AC4cFD2848125827571cbA1EDf2E,2517328322249569263698,50000000000
0x040d041A3b148dfdbF272b68e6530ddBCEA65958,410913357093063375187,6382164959327
0x0464788fE3C70994624a746B80a9AfE88a566f3F,11078599502235159817351,26922998249585405820841
0x046Acd3FDc7b1193a8E2D1993B20cCE8e5696b85,11178995677313621892440,0
0x048016684F2f5BE1ABf9A39631AeF585ecE34FF7,667765108452969063926,734887325018221160907
0x048833185c79c2AFeb9C35883e68b573C05c3ec2,0,22356811438356164383561
0x0491Eafb2e8D7518a270F8b9ee1039920e16a2Aa,4850303645548271090181,618816209866225527832
0x04CDdbD380a52D669F8672EFC4319cB2eC24E77f,0,25254961095890408623287
0x04b651c8006F83a767A202230590Dd56aAD9dA6D,34754947634468102130897,0
0x04c495dDa68E4e9A2d15280a6fe90375A5c62E06,7063273354261796042617,0
0x04ea179683a8184Af605E908bBC3013Ab6b0BBA1,0,22458364041095895082191
0x0513BB6b36Bce5a198713bb7da58D343058494aE,0,23056585479452054794520
0x052B5f21A26c6e6B7cCF2a1AeAA02830ae99fA86,54247205109589041095890,0
0x0532D488F3EF62543Ff40fEDd1197d407a55128E,41491132674277016742770,53479756513029022459695
0x05513a973Ff1EcA2d4489dDF0703B375ad79D09C,343637478590688181760,2900308144924
0x05586E8e1ee0eFF05ECB3876494cbBf2Cbad4636,1015863732876712328767,0
0x0567b6D35af62d1a2b36faD0640b3c1138CFF94B,0,21727946712328767123287
0x057ACF61245a4DDB831137293B50B9d807D34265,23733741025479452054794,0
0x05D7D394Fa9fD2Ac92cAd549d9a26d7d6BAa06cc,67479905607138793778538,10996471025420122147456
0x05FAabf42C91Ae90FAc6feA0e995a269CeCbeb84,1772082055569780568239,0
0x05aE4e6b316f83ca01aDE860c86ec9428C11aeA2,71433132913199053843223,39610530444397665094741
0x05f10fc69cAbFFDA3B06aCB7DB22741DB7141A90,0,106164383561643835616
0x061fE7cf29e0cec26C8dD8F285a6092Cae3745bf,539903140742807172754,7808219178082
0x06537A972CF95F4F375461285aaaE6045CF74C4e,7537139855982801084474,5346664395858
0x065e00E16ff5d2F106fd976998DbF86aDAa4E653,0,22322804863013703301369
0x068de632954294EC638A5c3968bDc2E52eBaC5BB,8371917282078670725519,4740071609813
0x069c4a1f3A2410A3daE6d177846ca1c3B2402C1a,4145347774780145547945,47231655609664144727
0x06B57e80D39bEbdb9cEe528ff3dDfe185053CCF6,5727159247606532534243,760307445796
0x06FD62A73127FF1E3E0882DEBC352352eB1e6AA0,210026481164383561643835,238595397831050228310489
0x06a848031Bf7EC0eBba4fcfd4a390afa650Fc5bA,14454892120291095890410,0
0x06d9c8b322D96D4ca481A101Da4E836DfE2E5cC1,7245526417324034170471,1300000000000
0x071284834E8C2F13394f4E9755DBEd100572cf9a,10083390410958904109589,9403065466330000000000
0x0715DD30286CFc598aAB6010364047E66bCcb15F,4297064994140818150684,8344011863132
0x071ebfda20D1014dAAfc7191F8C931D0F4b923dE,13577217111150491780819,3506904369647
0x072f38201348Cd61e39f1C41f05295466DCf35F2,3820935747372193359968,4146257175486
0x07350e6125d9182eb7E076E685EdEcAf40f90650,0,22732962465753424657534
0x074619DbBD463cBeda5f6aA6368ed3f202c05BC5,7839111800513698630136,0
0x07617031263615E8b5abA3456A388E4eb03d3446,0,92629583952411956818
0x077A956a866e09308146EC763466EFd2A1642f31,11495864001243835299340,4499107842220
0x077fe67FF8815AE5bC91C8DE66D143f412ae1b47,51903733055933536276001,0
0x078Bb7582FFa6A581A687Ae2D8f41b560bA12aAb,100316981160210294710806,200102297708924667047
0x078c8e918910E1812a9200C9d51588DF2318669a,75414213414440963977676,3013698630136
0x07D2F0fC86137e7Aa8CA6e04FC66E732d8d1388F,262297162221583349186,5795743436444
0x07f81eDa9c76d499ccC9c4Dab31BeD3D5a474Ad8,10077098078386605783866,0
0x0813ef7C90AB0DDcAe5ff781333Ef9D3916cE0e0,2473821433857337645865,9386134889491374936
0x0832cdD466933fC9679C0515e765A4a18d176f4B,1619315759448249619482,0
0x0834A91628Ae72385534e961511D21313524C9BC,0,107164383561643835616
0x083AA2b644f47c5F5A5721521072FDFd2d057d20,18089156370078612677573,10000007958953989396
0x084C3D43302Cc26613596B6046dd865F9cdE8929,0,106164383561643835616
0x0853535Bd4cC9CB12ba1643bb77ce363F57b27d3,5213531862269590705859,8696689720875
0x08B6A74Ee485108eA346E953a2d4A4655097fb54,818140667681216704718,8659839590489
0x08CcEA4421cC4B8EeA3e7e5e7295b62D025027F1,5149017575152207000,0
0x08DCafb777CE6700356a90e299a7DD9bE755503F,7400546116319170947488,2595664420083
0x08a906CAB84Bd13c90fd1E185D12658021486bee,0,22658783287671232876712
0x091f621efD426510b25707130037Bf1DDE519172,191747341561213032724,2548903050858
0x095389154309A68844AE004c2d1D2d90f6a577F8,910460644507705479452,0
